H	Northwest Pipeline LLC	C000640	1/1/2018	O 	1/1/2018	T	T	Josh Taylor 801-584-6673				
P	MQ	RENO LATERAL (TO PAIUTE)	29	459		9000						
D	Snohomish County PUD No. 1	41334368	N	TF-1	130980	10/1/2003	8/31/2018	365	N	45000	0	x1/x 38/x 47/x 75
P	M2	SUMAS RECEIPT	29	297		45000						
P	MQ	EVERETT DELTA IN-LINE TRANSFER DEL	29	682		37000						
P	MQ	NORTH SEATTLE/EVERETT	29	481		8000						
D	Southwest Gas Corporation	6970917	N	TF-1	100048	6/1/1991	6/30/2024	365	N	7668	0	x1/x4/x38/x82
P	M2	IGNACIO PLANT	29	4		1289						
P	M2	OPAL PLANT	29	543		858						
P	M2	SUMAS RECEIPT	29	297		4448						
P	M2	WESTGAS ARKANSAS	29	552		1073						
P	MQ	RENO LATERAL (TO PAIUTE)	29	459		7668						
D	Southwest Gas Corporation	6970917	N	TF-1	100049	6/1/1991	6/30/2024	365	N	45826	0	x1/x4/x38/x83
P	M2	IGNACIO PLANT	29	4		13699						
P	M2	OPAL PLANT	29	543		5132						
P	M2	SUMAS RECEIPT	29	297		26579						
P	M2	WESTGAS ARKANSAS	29	552		416						
P	MQ	RENO LATERAL (TO PAIUTE)	29	459		45826						
D	Southwest Gas Corporation	6970917	N	TF-1	100057	4/1/1993	6/30/2024	365	N	15000	0	x1/x4/x38
P	M2	OPAL PLANT	29	543		4000						
P	M2	WESTGAS ARKANSAS	29	552		11000						
P	MQ	RENO LATERAL (TO PAIUTE)	29	459		15000						
D	Southwest Gas Corporation	6970917	N	TF-1	133591	4/29/2005	6/30/2024	365	N	11373	0	x3/x4/x38
P	M2	IGNACIO PLANT	29	4		804						
P	M2	OPAL PLANT	29	543		3973						
P	M2	SUMAS RECEIPT	29	297		6596						
P	MQ	RENO LATERAL (TO PAIUTE)	29	459		11373						
D	Town Of Rangely	20248134	N	TF-1	120408	11/15/1997	10/31/2017	365	N	1850	0	x1/x2/x4/x38
P	M2	DRAGON TRAIL	29	59		1850						
P	MQ	RANGELY CITY GATE	29	580		1850						
D	TransAlta Energy Marketing (US) Inc.	255326837	N	TF-1	127946	4/1/2002	3/31/2022	365	N	100000	0	x1/x4/x38/x163
P	M2	CENTRALIA IN-LINE TRANSFER	29	629		100000						
P	MQ	CENTRALIA METER STATION	29	627		100000						
D	TransAlta Energy Marketing (US) Inc.	255326837	N	TF-1	130973	10/1/2003	9/30/2018	365	N	30000	0	x1/x4/x38/x47
P	M2	SUMAS RECEIPT	29	297		30000						
P	MQ	CENTRALIA METER STATION	29	627		30000						
D	"Twin Eagle Resource Management, LLC"	965177889	N	TF-1	134721	8/1/2006	8/31/2006	31	N	30000	0	x4/x7/x38
P	M2	IGNACIO PLANT	29	4		30000						
P	MQ	IGNACIO DELIVERY	29	3		30000						
D	United Energy Trading LLC	119162860	N	TF-1	142096	12/1/2017	12/31/2017	31	N	10000	0	x4/x7/x38
P	M2	OPAL PLANT	29	543		10000						
P	MQ	KERN RIVER MUDDY CREEK DELIV.	29	92		10000						
D	United States Gypsum Company	5212600	N	TF-1	126320	2/1/2001	10/31/2027	365	N	5725	0	x1/x4/x38
P	M2	SUMAS RECEIPT	29	297		5725						
P	MQ	KERN RIVER MUDDY CREEK DELIV.	29	92		5725						
D	WEYERHAEUSER NR COMPANY	1306992	N	TF-1	100145	12/1/1995	11/30/2010	365	N	300	0	x3/x4/x38
P	M2	SUMAS RECEIPT	29	297		300						
P	MQ	SOUTH EUGENE	29	336		300						
D	XTO Energy Inc	804712347	N	TF-1	139366	1/1/2012	10/31/2020	365	N	30000	0	x1/x4/x38
P	M2	STANFIELD RECEIPT	29	187		30000						
P	MQ	IGNACIO DELIVERY	29	3		20000						
P	MQ	LAPLATA-TW	29	550		10000						
D	Avista Corporation	7943764	N	SGS-2F	100403	11/1/1998	10/31/2035	365	N	2654	95565	x3/x38
D	The Boeing Company	9256819	N	SGS-2F	135386	3/1/2007	6/30/2038	365	N	8500	99165	x1/x38
D	Cascade Natural Gas Corporation	7942584	N	SGS-2F	100401	11/1/1998	10/31/2019	365	N	16789	604351	x38/x66
D	Cascade Natural Gas Corporation	7942584	N	SGS-2F	135365	3/1/2007	10/31/2060	365	N	30000	350000	x1/x38
D	Cascade Natural Gas Corporation	7942584	N	SGS-2F	139622	9/1/2012	3/31/2026	365	N	3500	102782	x1/x38
D	FortisBC Energy Inc.	249953860	N	SGS-2F	126033	11/1/2000	4/30/2032	365	N	16861	421863	x1/x38
D	FortisBC Energy Inc.	249953860	N	SGS-2F	135427	3/1/2007	4/30/2032	365	N	54233	632718	x1/x38
D	Idaho Power Company	6927271	N	SGS-2F	135430	3/1/2007	11/1/2043	365	N	11267	131453	x1/x38
D	Intermountain Gas Company	181912262	N	SGS-2F	100405	11/1/1998	3/31/2024	365	N	30337	1092099	x3/x38
D	Northwest Natural Gas Company	7908916	N	SGS-2F	100502	11/1/1998	10/31/2025	365	N	46030	1120288	x3/x38
D	"Puget Sound Energy, Inc."	7942113	N	SGS-2F	100505	11/1/1998	3/31/2023	365	N	48390	1181021	x3/x38/x156
D	"Puget Sound Energy, Inc."	7942113	N	SGS-2F	137606	5/1/2009	3/31/2026	365	N	6077	178460	x1/x38
D	"Puget Sound Energy, Inc."	7942113	N	SGS-2F	139250	11/1/2011	10/31/2026	365	N	6704	140622	x1/x38
D	"Shell Energy North America (US), LP"	837565548	N	SGS-2F	134511	5/1/2006	3/31/2026	365	N	637	16373	x1/x38
D	Sierra Pacific Power Company	959415852	N	SGS-2F	126544	5/1/2001	3/31/2046	365	N	12687	281242	x1/x38
D	Cascade Natural Gas Corporation	7942584	N	LS-2F	100601	3/1/2007	3/31/2023	365	N	60000	562200	x38/x66
D	Cascade Natural Gas Corporation	7942584	N	LS-2F	140857	4/1/2016	3/31/2023	365	N	18125	100000	x38/x66
D	City Of Ellensburg	60041985	N	LS-2F	140427	8/1/2014	10/31/2030	365	N	1500	8965	x2/x3/x38
D	Intermountain Gas Company	181912262	N	LS-2F	100604	12/1/2006	3/31/2024	365	N	72000	770520	x3/x38
D	Intermountain Gas Company	181912262	N	LS-2F	135014	11/1/2007	3/31/2024	365	N	41200	325715	x3/x38
D	Intermountain Gas Company	181912262	N	LS-2F	140833	4/1/2016	3/31/2023	365	N	41975	378900	x38/x66
D	"Puget Sound Energy, Inc."	7942113	N	LS-2F	140975	11/1/2015	3/31/2023	365	N	70500	241700	x1/x38/x156
D	Avista Corporation	7943764	N	TF-2	100314	5/1/1995	11/30/2019	365	N	91200	0	x3/x 38
P	M2	JACKSON PRAIRIE RECEIPT	29	235		91200						
P	MQ	CHENEY (MEDICAL LAKE)	29	382		1600						
P	MQ	COEUR D'ALENE E. (HAYDEN)	29	523		2918						
P	MQ	COEUR D'ALENE W.	29	522		2485						
P	MQ	COLFAX	29	417		860						
P	MQ	COLTON	29	421		70						
P	MQ	CONNELL	29	375		930						
P	MQ	ENDICOTT	29	416		140						
P	MQ	GENESEE	29	423		60						
P	MQ	GOLDENDALE	29	204		430						
P	MQ	KELLOGG	29	528		450						
P	MQ	KEYSTONE	29	380		100						
P	MQ	LEWISTON E.	29	425		4000						
P	MQ	LEWISTON PFI	29	426		2500						
P	MQ	LEWISTON W.	29	424		5600						
P	MQ	LIND	29	377		170						
P	MQ	MCGUIRE	29	403		1778						
P	MQ	MOSCOW	29	420		4500						
P	MQ	NINE MILE FALLS	29	718		15662						
P	MQ	PALOUSE/ALBION	29	418		190						
P	MQ	PINEHURST	29	524		256						
P	MQ	POST FALLS	29	404		1062						
P	MQ	PULLMAN	29	419		3600						
P	MQ	RITZVILLE	29	379		400						
P	MQ	SMELTERVILLE	29	527		191						
P	MQ	SPOKANE MEAD	29	385		37938						
P	MQ	SPOKANE WEST	29	383		10300						
P	MQ	SPRAGUE	29	381		60						
P	MQ	STANFIELD DELIVERY	29	188		6510						
P	MQ	STEVENSON #2	29	212		10						
P	MQ	UNIONTOWN	29	422		50						
P	MQ	WARDEN	29	409		180						
D	Avista Corporation	7943764	N	TF-2	100315	4/1/1994	10/31/2035	365	N	2623	0	x3/x38
P	M2	JACKSON PRAIRIE RECEIPT	29	235		2623						
P	MQ	CANYONVILLE	29	361		70						
P	MQ	LA GRANDE	29	181		2880						
P	MQ	MYRTLE CREEK/RIDDLE	29	359		360						
P	MQ	NORTH POWDER	29	179		40						
P	MQ	ROSEBURG	29	351		200						
P	MQ	STANFIELD DELIVERY	29	188		800						
P	MQ	SUTHERLIN/OAKLAN	29	345		60						
P	MQ	UNION	29	180		30						
D	Cascade Natural Gas Corporation	7942584	N	TF-2	100302	4/1/1994	10/31/2019	365	N	16789	0	x38/x66
P	M2	JACKSON PRAIRIE RECEIPT	29	235		16789						
P	MQ	A&M RENDERING	29	471		11						
P	MQ	ABERDEEN/HOQUIAM/MCCLEARY	29	487		1000						
P	MQ	ACME	29	285		29						
P	MQ	ARLINGTON	29	279		41						
P	MQ	BELLINGHAM (FERNDALE)	29	472		1803						
P	MQ	BELLINGHAM II	29	290		3580						
P	MQ	BREMERTON (SHELTON)	29	486		4198						
P	MQ	BURBANK HEIGHTS	29	373		2202						
P	MQ	CASTLE ROCK	29	230		80						
P	MQ	DEMING	29	286		20						
P	MQ	HERMISTON	29	190		838						
P	MQ	HUNTINGTON	29	171		35						
P	MQ	KENNEWICK	29	369		3668						
P	MQ	LAWRENCE	29	288		6						
P	MQ	LONGVIEW-KELSO	29	227		2000						
P	MQ	LYNDEN	29	289		553						
P	MQ	MOSES LAKE	29	412		6						
P	MQ	MOUNT VERNON	29	283		885						
P	MQ	NYSSA-ONTARIO	29	170		906						
P	MQ	OAK HARBOR/STANWOOD	29	479		960						
P	MQ	PASCO	29	371		500						
P	MQ	PENDLETON	29	185		1231						
P	MQ	RICHLAND	29	370		80						
P	MQ	SEDRO/WOOLLEY	29	284		2614						
P	MQ	STANFIELD DELIVERY	29	188		3107						
P	MQ	SUNNYSIDE	29	433		1000						
P	MQ	WALLA WALLA	29	520		2109						
P	MQ	WENATCHEE	29	446		3474						
P	MQ	WOODLAND	29	223		69						
P	MQ	YAKIMA/UNION GAP	29	439		2500						
D	Cascade Natural Gas Corporation	7942584	N	TF-2	100304	4/1/1994	3/31/2023	365	N	60000	0	x13/x38/x66
P	M2	PLYMOUTH LNG RECEIPT	29	194		60000						
D	Cascade Natural Gas Corporation	7942584	N	TF-2	139624	9/1/2012	3/31/2020	365	N	3500	0	x3/x38
P	M2	JACKSON PRAIRIE RECEIPT	29	235		3500						
P	MQ	BELLINGHAM (FERNDALE)	29	472		3500						
D	Cascade Natural Gas Corporation	7942584	N	TF-2	141193	4/1/2016	3/31/2023	365	N	10675	0	x1/x13/x38
P	M2	PLYMOUTH LNG RECEIPT	29	194		10675						
D	City Of Ellensburg	60041985	N	TF-2	100305	4/1/1994	10/31/2001	365	N	1500	0	x3/x13/x38
P	M2	PLYMOUTH LNG RECEIPT	29	194		1500						
D	FortisBC Energy Inc.	249953860	N	TF-2	100301	4/1/1994	4/30/2032	365	N	63000	0	x1/x38
P	M2	JACKSON PRAIRIE RECEIPT	29	235		63000						
P	MQ	SIPI DELIVERY	29	295		63000						
D	FortisBC Energy Inc.	249953860	N	TF-2	100322	5/1/1997	4/30/2032	365	N	11934	0	x1/x38
P	M2	JACKSON PRAIRIE RECEIPT	29	235		11934						
P	MQ	SIPI DELIVERY	29	295		11934						
D	Intermountain Gas Company	181912262	N	TF-2	100306	4/1/1994	3/31/2024	365	N	30337	0	x3/x38/x89
P	M2	JACKSON PRAIRIE RECEIPT	29	235		30337						
P	MQ	ABERDEEN	29	134		2500						
P	MQ	CALDWELL	29	161		18966						
P	MQ	GLENNS FERRY	29	151		100						
P	MQ	HANSEN	29	143		29						
P	MQ	IDAHO STATE PENITENTIARY	29	157		250						
P	MQ	MERIDIAN/BOISE	29	159		492						
P	MQ	TWIN FALLS	29	146		8000						
D	Intermountain Gas Company	181912262	N	TF-2	100307	4/1/1994	3/31/2024	365	N	72000	0	x3/x13/x38
P	M2	PLYMOUTH LNG RECEIPT	29	194		72000						
D	Intermountain Gas Company	181912262	N	TF-2	135045	11/1/2007	3/31/2024	365	N	41200	0	x1/x13/x38
P	M2	PLYMOUTH LNG RECEIPT	29	194		41200						
D	Intermountain Gas Company	181912262	N	TF-2	141191	4/1/2016	3/31/2023	365	N	41975	0	x13/x38/x66
P	M2	PLYMOUTH LNG RECEIPT	29	194		41975						
D	Northwest Natural Gas Company	7908916	N	TF-2	100308	4/1/1994	10/31/2025	365	N	32624	0	x3/x38/x89
P	M2	JACKSON PRAIRIE RECEIPT	29	235		32624						
P	MQ	ALBANY	29	327		2071						
P	MQ	BATTLE GROUND	29	219		10						
P	MQ	CAMAS	29	217		2000						
P	MQ	COBURG	29	332		100						
P	MQ	COTTAGE GROVE	29	342		300						
P	MQ	CRESWELL	29	339		100						
P	MQ	DEER ISLAND	29	470		8000						
P	MQ	HOOD RIVER	29	448		1100						
P	MQ	JEFFERSON/SCIO	29	324		150						
P	MQ	MARION	29	322		20						
P	MQ	MCMINNVILLE-AMITY	29	315		920						
P	MQ	MOLALLA	29	312		100						
P	MQ	MONITOR	29	313		10						
P	MQ	NORTH EUGENE	29	334		920						
P	MQ	PORTLAND NORTHEAST	29	303		8000						
P	MQ	PORTLAND SOUTHEAST	29	307		5000						
P	MQ	PORTLAND WEST/SCAPPOOSE	29	467		7536						
P	MQ	SALEM	29	319		921						
P	MQ	SOUTH EUGENE	29	336		576						
P	MQ	THE DALLES	29	474		1500						
P	MQ	WASHOUGAL	29	301		500						
P	MQ	WHITE SALMON/BINGEN	29	447		300						
D	Northwest Natural Gas Company	7908916	N	TF-2	100310	4/1/1994	10/31/2025	365	N	13406	0	x3/x38/x89
P	M2	JACKSON PRAIRIE RECEIPT	29	235		13406						
P	MQ	NORTH EUGENE	29	334		2574						
P	MQ	PORTLAND WEST/SCAPPOOSE	29	467		9467						
P	MQ	SOUTH EUGENE	29	336		1365						
D	"Puget Sound Energy, Inc."	7942113	N	TF-2	100311	12/15/1995	3/31/2023	365	N	223047	0	x3/x38/x156
P	M2	JACKSON PRAIRIE RECEIPT	29	235		223047						
P	MQ	CENTRALIA/CHEHALIS	29	243		2700						
P	MQ	COVINGTON	29	259		600						
P	MQ	DUVALL-COTTAGE LAKE	29	268		21896						
P	MQ	EVERGREEN SHORES-BLACK LAKE	29	484		1700						
P	MQ	ISSAQUAH HIGHLANDS	29	263		3300						
P	MQ	LAKE STEVENS	29	277		200						
P	MQ	MONROE	29	475		200						
P	MQ	NORTH BEND/SNOQUALMIE	29	264		2700						
P	MQ	NORTH SEATTLE/EVERETT	29	481		63400						
P	MQ	NORTH TACOMA	29	482		36000						
P	MQ	OLYMPIA	29	547		3600						
P	MQ	RAINIER TERRACE	29	251		1900						
P	MQ	REDMOND	29	265		6791						
P	MQ	SNOHOMISH	29	275		400						
P	MQ	SOUTH SEATTLE	29	451		74300						
P	MQ	SOUTH TACOMA	29	250		3360						
D	"Puget Sound Energy, Inc."	7942113	N	TF-2	100313	12/15/1995	3/31/2023	365	N	116510	0	x3/x38/x156
P	M2	JACKSON PRAIRIE RECEIPT	29	235		116510						
P	MQ	BELLINGHAM (FERNDALE)	29	472		12157						
P	MQ	BELLINGHAM II	29	290		3965						
P	MQ	DUVALL-COTTAGE LAKE	29	268		2104						
P	MQ	GRANITE FALLS	29	278		11147						
P	MQ	ISSAQUAH HIGHLANDS	29	263		38067						
P	MQ	LAKE FRANCIS	29	260		692						
P	MQ	SEDRO/WOOLLEY	29	284		23378						
P	MQ	SIPI DELIVERY	29	295		25000						
D	"Shell Energy North America (US), LP"	837565548	N	TF-2	134510	5/1/2006	3/31/2026	365	N	637	0	x1/x38/x89
P	M2	JACKSON PRAIRIE RECEIPT	29	235		637						
P	MQ	SIPI DELIVERY	29	295		446						
P	MQ	STANFIELD DELIVERY	29	188		191						
1	"Year to year thereafter, subject to termination upon 12 months (1 year) notice by either party."											
2	"The original contractual customer category is Rate Schedule TF-1 (Small Customer); however, pursuant to section 2.1(d) of Rate Schedule TF-1, the customer may periodically convert all of its service temporarily to TF-1 (Large Customer) status."											
3	"Year to year thereafter, subject to termination upon 12 months (1 year) written notice by Shipper."											
4	"The Index of Customers report does not show subscribed capacity relating to approved or pending segmented releases, point amendments or contract requests that were made on capacity release agreements.  Parties interested in viewing Northwest's total subsc"											
4	ibed and unsubscribed capacity should view Northwest's Unsubscribed Capacity report.											
7	"Month to month thereafter, subject to termination upon 10 business days notice by either party."											
13	There are no delivery point MDDO's specific to this service agreement.  Transportation deliveries shall be at or near the points described in Shipper's related currently effective service agreement under Rate Schedule TF-1.											
38	The contract entitlement date is shown in the contract effective date field.											
47	15 Year Evergreen Expansion contract.											
48	25 Year Evergreen Expansion contract.											
66	"Year to year thereafter, subject to termination upon 5 year written notice by Shipper."											
75	100% of the contract demand has been permanently released effective 9/1/2018.											
82	"The primary term  for 3,220 Dth/d of contract demand is June 30, 2024; from the Ignacio Plant (1,289 Dthd), Opal Plant (858 Dth/d) and Westgas Arkansas (1,073 Dth/d) receipt points and Reno Lateral Delivery Point (3,220 Dth/d) The primary term for 4,448 D"											
82	"h/d of contract demand is September 30, 2044."											
83	"The primary term for 43,629 Dth/d of contract demand is June 30, 2024; from the Ignacio Plant (13,699 Dthd), Opal Plant (5,132 Dth/d), Sumas (24,382 Dth/d) and Westgas Arkansas (416 Dth/d) receipt points and Reno Lateral Delivery Point (43,629). The prima"											
83	"y term for 2,197 Dth/d of contract demand is September 30, 2044."											
89	Capacity rights may be limited pursuant to contractual provision(s) approved by FERC.											
92	Current contract holder does not have a Right of First Refusal since the capacity has been discounted.											
95	"Shipper's Right of First Refusal does not go beyond October 31, 2025."											
109	"The primary term end date for 84,900 Dth/d of contract demand is October 31, 2016; the primary term end date for 6,300 Dth/d of contract demand is November 01, 2017. For expiration dates associated with each specific receipt and delivery point listed here"											
109	"n, please see Docket No. RP 13-125 wherein the Commission approved a non-conforming provision containing the detailed information."											
110	"The primary term end date for 126,661 Dth/d of contract demand is October 31, 2026; and the primary term end date for 31,300 Dth/d of contract demand is October 31, 2035. For expiration dates associated with each specific receipt and delivery point listed"											
110	"herein, please see Docket No. RP15-184 wherein the Commission approved a non-conforming provision containing the detailed information."											
156	Contract was restated to extend the primary term end date.											
163	Service agreement requires shipper to pay an incremental facilities payment for specified facilities and allows for a discount of the transportation rate provided the shipper remains within the primary path on the specified facilities.											
